score,severity,is_anomaly,timestamp,actual_failure
-0.4265,NORMAL,False,2026-06-04T23:26:57.661485,0
-0.4268,NORMAL,False,2026-06-04T23:26:57.843635,0
-0.4251,NORMAL,False,2026-06-04T23:26:58.013009,0
-0.4214,NORMAL,False,2026-06-04T23:26:58.177502,0
-0.4232,NORMAL,False,2026-06-04T23:26:58.395062,0
-0.4227,NORMAL,False,2026-06-04T23:26:58.622973,0
-0.41,NORMAL,False,2026-06-04T23:26:58.834780,0
-0.4155,NORMAL,False,2026-06-04T23:26:59.032029,0
-0.4142,NORMAL,False,2026-06-04T23:26:59.216776,0
-0.41,NORMAL,False,2026-06-04T23:26:59.415350,0
-0.4084,NORMAL,False,2026-06-04T23:26:59.617550,0
-0.408,NORMAL,False,2026-06-04T23:26:59.784713,0
-0.4069,NORMAL,False,2026-06-04T23:26:59.963183,0
-0.4018,NORMAL,False,2026-06-04T23:27:00.146414,0
-0.4113,NORMAL,False,2026-06-04T23:27:00.342618,0
-0.4163,NORMAL,False,2026-06-04T23:27:00.524752,0
-0.4284,NORMAL,False,2026-06-04T23:27:00.706373,0
-0.4416,NORMAL,False,2026-06-04T23:27:00.920955,0
-0.4404,NORMAL,False,2026-06-04T23:27:01.178404,0
-0.429,NORMAL,False,2026-06-04T23:27:01.366910,0
-0.4404,NORMAL,False,2026-06-04T23:27:01.534017,0
-0.4334,NORMAL,False,2026-06-04T23:27:01.710170,0
-0.4253,NORMAL,False,2026-06-04T23:27:01.895005,0
-0.4251,NORMAL,False,2026-06-04T23:27:02.062696,0
-0.4128,NORMAL,False,2026-06-04T23:27:02.239944,0
-0.4146,NORMAL,False,2026-06-04T23:27:02.433489,0
-0.414,NORMAL,False,2026-06-04T23:27:02.675594,0
-0.4164,NORMAL,False,2026-06-04T23:27:02.855491,0
-0.4204,NORMAL,False,2026-06-04T23:27:03.035650,0
-0.4284,NORMAL,False,2026-06-04T23:27:03.212998,1
-0.4321,NORMAL,False,2026-06-04T23:27:03.434480,1
-0.4215,NORMAL,False,2026-06-04T23:27:03.615000,0
-0.4275,NORMAL,False,2026-06-04T23:27:03.786319,0
-0.4268,NORMAL,False,2026-06-04T23:27:03.961707,0
-0.4219,NORMAL,False,2026-06-04T23:27:04.132144,0
-0.4203,NORMAL,False,2026-06-04T23:27:04.294315,0
-0.4152,NORMAL,False,2026-06-04T23:27:04.520076,0
-0.4189,NORMAL,False,2026-06-04T23:27:04.683347,1
-0.4168,NORMAL,False,2026-06-04T23:27:04.865814,0
-0.4138,NORMAL,False,2026-06-04T23:27:05.033711,0
-0.4138,NORMAL,False,2026-06-04T23:27:05.201298,0
-0.4122,NORMAL,False,2026-06-04T23:27:05.376108,0
-0.4121,NORMAL,False,2026-06-04T23:27:05.612399,0
-0.4188,NORMAL,False,2026-06-04T23:27:05.771143,0
-0.4181,NORMAL,False,2026-06-04T23:27:05.945769,0
-0.415,NORMAL,False,2026-06-04T23:27:06.123323,0
-0.4112,NORMAL,False,2026-06-04T23:27:06.296269,0
-0.4068,NORMAL,False,2026-06-04T23:27:06.476672,0
-0.4121,NORMAL,False,2026-06-04T23:27:06.652587,0
-0.4136,NORMAL,False,2026-06-04T23:27:06.830937,0
-0.415,NORMAL,False,2026-06-04T23:27:07.016931,0
-0.4175,NORMAL,False,2026-06-04T23:27:07.195177,0
-0.4154,NORMAL,False,2026-06-04T23:27:07.346371,0
-0.415,NORMAL,False,2026-06-04T23:27:07.524521,0
-0.421,NORMAL,False,2026-06-04T23:27:07.696784,0
-0.4308,NORMAL,False,2026-06-04T23:27:07.893253,0
-0.4275,NORMAL,False,2026-06-04T23:27:08.055686,0
-0.4252,NORMAL,False,2026-06-04T23:27:08.221866,0
-0.4178,NORMAL,False,2026-06-04T23:27:08.401566,0
-0.4031,NORMAL,False,2026-06-04T23:27:08.613382,0
-0.4038,NORMAL,False,2026-06-04T23:27:08.804629,0
-0.4077,NORMAL,False,2026-06-04T23:27:08.972918,0
-0.4017,NORMAL,False,2026-06-04T23:27:09.145030,0
-0.484,NORMAL,False,2026-06-04T23:27:09.313864,1
-0.4872,NORMAL,False,2026-06-04T23:27:09.493217,0
-0.4938,NORMAL,False,2026-06-04T23:27:09.664348,0
-0.4967,NORMAL,False,2026-06-04T23:27:09.835303,0
-0.5015,LOW,False,2026-06-04T23:27:10.006738,0
-0.5027,LOW,False,2026-06-04T23:27:10.214628,0
-0.5021,LOW,False,2026-06-04T23:27:10.402216,0
-0.4994,NORMAL,False,2026-06-04T23:27:10.604242,0
-0.497,NORMAL,False,2026-06-04T23:27:10.793745,0
-0.5079,LOW,False,2026-06-04T23:27:10.973388,0
-0.5039,LOW,False,2026-06-04T23:27:11.163164,0
-0.5083,LOW,False,2026-06-04T23:27:11.341912,0
-0.5086,LOW,False,2026-06-04T23:27:11.514327,0
-0.5162,LOW,False,2026-06-04T23:27:11.721106,1
-0.5163,LOW,False,2026-06-04T23:27:11.902083,0
-0.5158,LOW,False,2026-06-04T23:27:12.090056,0
-0.5118,LOW,False,2026-06-04T23:27:12.262936,0
-0.5142,LOW,False,2026-06-04T23:27:12.500813,0
-0.5175,LOW,False,2026-06-04T23:27:12.703031,0
-0.512,LOW,False,2026-06-04T23:27:12.874849,0
-0.5134,LOW,False,2026-06-04T23:27:13.077105,0
-0.5068,LOW,False,2026-06-04T23:27:13.261956,0
-0.5066,LOW,False,2026-06-04T23:27:13.446428,0
-0.5108,LOW,False,2026-06-04T23:27:13.683041,0
-0.4984,NORMAL,False,2026-06-04T23:27:13.873316,0
-0.5024,LOW,False,2026-06-04T23:27:14.113071,0
-0.4967,NORMAL,False,2026-06-04T23:27:14.301426,0
-0.4985,NORMAL,False,2026-06-04T23:27:14.489298,0
-0.501,LOW,False,2026-06-04T23:27:14.715723,0
-0.505,LOW,False,2026-06-04T23:27:14.900944,0
-0.5057,LOW,False,2026-06-04T23:27:15.077344,0
-0.5009,LOW,False,2026-06-04T23:27:15.259782,0
-0.4996,NORMAL,False,2026-06-04T23:27:15.438187,0
-0.521,MEDIUM,True,2026-06-04T23:27:15.662032,0
-0.5176,LOW,False,2026-06-04T23:27:17.254781,0
-0.5246,MEDIUM,True,2026-06-04T23:27:17.432932,0
-0.5213,MEDIUM,True,2026-06-04T23:27:17.813880,0
-0.5332,MEDIUM,True,2026-06-04T23:27:18.167829,0
-0.5352,MEDIUM,True,2026-06-04T23:27:18.625138,0
-0.5327,MEDIUM,True,2026-06-04T23:27:19.150467,0
-0.5287,MEDIUM,True,2026-06-04T23:27:19.555628,0
-0.5274,MEDIUM,True,2026-06-04T23:27:20.844539,0
-0.5239,MEDIUM,True,2026-06-04T23:27:21.220918,0
-0.5443,MEDIUM,True,2026-06-04T23:27:21.716562,0
-0.568,HIGH,True,2026-06-04T23:27:22.089212,0
-0.5608,HIGH,True,2026-06-04T23:27:22.533128,0
-0.5603,HIGH,True,2026-06-04T23:27:22.975921,0
-0.5516,HIGH,True,2026-06-04T23:27:23.320949,0
-0.551,HIGH,True,2026-06-04T23:27:24.935659,1
-0.5457,MEDIUM,True,2026-06-04T23:27:25.282675,0
-0.4787,NORMAL,False,2026-06-04T23:27:25.698213,0
-0.4729,NORMAL,False,2026-06-04T23:27:25.880538,0
-0.4777,NORMAL,False,2026-06-04T23:27:26.044858,0
-0.4744,NORMAL,False,2026-06-04T23:27:26.232595,0
-0.4689,NORMAL,False,2026-06-04T23:27:26.409414,1
-0.4661,NORMAL,False,2026-06-04T23:27:26.570753,1
-0.4634,NORMAL,False,2026-06-04T23:27:26.743699,0
-0.4608,NORMAL,False,2026-06-04T23:27:26.925771,0
-0.459,NORMAL,False,2026-06-04T23:27:27.115148,0
-0.4609,NORMAL,False,2026-06-04T23:27:27.291027,0
-0.461,NORMAL,False,2026-06-04T23:27:27.475102,0
-0.4575,NORMAL,False,2026-06-04T23:27:27.652268,0
-0.4634,NORMAL,False,2026-06-04T23:27:27.823615,0
-0.4559,NORMAL,False,2026-06-04T23:27:27.995951,0
-0.4496,NORMAL,False,2026-06-04T23:27:28.179890,0
-0.4539,NORMAL,False,2026-06-04T23:27:28.361882,1
-0.4491,NORMAL,False,2026-06-04T23:27:28.620586,0
-0.4489,NORMAL,False,2026-06-04T23:27:28.802115,0
-0.4421,NORMAL,False,2026-06-04T23:27:29.012269,0
-0.4469,NORMAL,False,2026-06-04T23:27:29.216643,0
-0.441,NORMAL,False,2026-06-04T23:27:29.395057,0
-0.4419,NORMAL,False,2026-06-04T23:27:29.596478,0
-0.4389,NORMAL,False,2026-06-04T23:27:29.775100,0
-0.4204,NORMAL,False,2026-06-04T23:27:29.957683,0
-0.4164,NORMAL,False,2026-06-04T23:27:30.144130,0
-0.4177,NORMAL,False,2026-06-04T23:27:30.318982,0
-0.4226,NORMAL,False,2026-06-04T23:27:30.497048,0
-0.4225,NORMAL,False,2026-06-04T23:27:30.664157,0
-0.4281,NORMAL,False,2026-06-04T23:27:30.880852,0
-0.4269,NORMAL,False,2026-06-04T23:27:31.055989,0
-0.4228,NORMAL,False,2026-06-04T23:27:31.255985,0
-0.4296,NORMAL,False,2026-06-04T23:27:31.434655,0
-0.4374,NORMAL,False,2026-06-04T23:27:31.614653,0
-0.4395,NORMAL,False,2026-06-04T23:27:31.801591,0
-0.441,NORMAL,False,2026-06-04T23:27:31.975736,0
-0.4467,NORMAL,False,2026-06-04T23:27:32.137910,0
-0.4373,NORMAL,False,2026-06-04T23:27:32.303713,0
-0.4293,NORMAL,False,2026-06-04T23:27:32.467876,0
-0.4288,NORMAL,False,2026-06-04T23:27:32.642822,0
-0.4289,NORMAL,False,2026-06-04T23:27:32.815825,0
-0.4311,NORMAL,False,2026-06-04T23:27:32.999740,0
-0.4324,NORMAL,False,2026-06-04T23:27:33.198285,0
-0.4304,NORMAL,False,2026-06-04T23:27:33.427118,0
-0.4351,NORMAL,False,2026-06-04T23:27:33.640020,0
-0.4279,NORMAL,False,2026-06-04T23:27:33.841241,0
-0.4312,NORMAL,False,2026-06-04T23:27:34.028633,0
-0.4325,NORMAL,False,2026-06-04T23:27:34.211031,0
-0.4328,NORMAL,False,2026-06-04T23:27:34.385631,0
-0.4309,NORMAL,False,2026-06-04T23:27:34.570951,0
-0.4303,NORMAL,False,2026-06-04T23:27:34.830122,0
-0.4308,NORMAL,False,2026-06-04T23:27:35.005233,0
-0.4294,NORMAL,False,2026-06-04T23:27:35.363761,0
-0.4343,NORMAL,False,2026-06-04T23:27:35.608845,0
-0.4343,NORMAL,False,2026-06-04T23:27:35.791578,0
-0.4307,NORMAL,False,2026-06-04T23:27:35.974111,0
-0.4369,NORMAL,False,2026-06-04T23:27:36.142383,0
-0.4403,NORMAL,False,2026-06-04T23:27:36.328886,0
-0.4549,NORMAL,False,2026-06-04T23:27:36.489445,0
-0.4497,NORMAL,False,2026-06-04T23:27:36.675446,0
-0.4439,NORMAL,False,2026-06-04T23:27:36.846179,0
-0.4367,NORMAL,False,2026-06-04T23:27:37.005135,0
-0.4497,NORMAL,False,2026-06-04T23:27:37.179618,0
-0.447,NORMAL,False,2026-06-04T23:27:37.377689,0
-0.4414,NORMAL,False,2026-06-04T23:27:37.553275,0
-0.4337,NORMAL,False,2026-06-04T23:27:37.770176,0
-0.442,NORMAL,False,2026-06-04T23:27:37.941989,0
-0.4432,NORMAL,False,2026-06-04T23:27:38.115427,0
-0.4401,NORMAL,False,2026-06-04T23:27:38.278999,0
-0.4338,NORMAL,False,2026-06-04T23:27:38.446881,0
-0.431,NORMAL,False,2026-06-04T23:27:38.593777,0
-0.4309,NORMAL,False,2026-06-04T23:27:38.740129,0
-0.4273,NORMAL,False,2026-06-04T23:27:38.886545,0
-0.4345,NORMAL,False,2026-06-04T23:27:39.043505,0
-0.428,NORMAL,False,2026-06-04T23:27:39.190864,0
-0.4293,NORMAL,False,2026-06-04T23:27:39.337143,0
-0.4301,NORMAL,False,2026-06-04T23:27:39.489646,0
-0.4359,NORMAL,False,2026-06-04T23:27:39.636853,0
-0.4402,NORMAL,False,2026-06-04T23:27:39.784158,0
-0.4421,NORMAL,False,2026-06-04T23:27:39.931138,0
-0.4457,NORMAL,False,2026-06-04T23:27:40.097530,0
-0.4514,NORMAL,False,2026-06-04T23:27:40.245832,0
-0.4718,NORMAL,False,2026-06-04T23:27:40.393785,0
-0.4693,NORMAL,False,2026-06-04T23:27:40.554126,0
-0.463,NORMAL,False,2026-06-04T23:27:40.717063,1
-0.4641,NORMAL,False,2026-06-04T23:27:40.887660,0
-0.4655,NORMAL,False,2026-06-04T23:27:41.038105,0
-0.4666,NORMAL,False,2026-06-04T23:27:41.184618,0
-0.4525,NORMAL,False,2026-06-04T23:27:41.329905,0
-0.4315,NORMAL,False,2026-06-04T23:27:41.481173,0
-0.4357,NORMAL,False,2026-06-04T23:27:41.645764,0
-0.4375,NORMAL,False,2026-06-04T23:27:41.791622,0
-0.4459,NORMAL,False,2026-06-04T23:27:41.951587,0
-0.4514,NORMAL,False,2026-06-04T23:27:42.110199,0
-0.4514,NORMAL,False,2026-06-04T23:27:42.334903,0
-0.4464,NORMAL,False,2026-06-04T23:27:42.510454,0
-0.444,NORMAL,False,2026-06-04T23:27:42.693091,0
-0.4447,NORMAL,False,2026-06-04T23:27:42.931318,0
-0.444,NORMAL,False,2026-06-04T23:27:43.217287,0
-0.436,NORMAL,False,2026-06-04T23:27:43.403979,0
-0.4325,NORMAL,False,2026-06-04T23:27:43.586389,0
-0.4654,NORMAL,False,2026-06-04T23:27:43.743672,0
-0.4656,NORMAL,False,2026-06-04T23:27:43.908741,0
-0.4622,NORMAL,False,2026-06-04T23:27:44.061561,0
-0.46,NORMAL,False,2026-06-04T23:27:44.211717,0
-0.4549,NORMAL,False,2026-06-04T23:27:44.367636,0
-0.4575,NORMAL,False,2026-06-04T23:27:44.572179,0
-0.453,NORMAL,False,2026-06-04T23:27:44.734331,0
-0.4519,NORMAL,False,2026-06-04T23:27:44.891947,0
-0.4533,NORMAL,False,2026-06-04T23:27:45.041230,0
-0.4534,NORMAL,False,2026-06-04T23:27:45.190941,0
-0.452,NORMAL,False,2026-06-04T23:27:45.350155,0
-0.4545,NORMAL,False,2026-06-04T23:27:45.543447,0
-0.4521,NORMAL,False,2026-06-04T23:27:45.702341,0
-0.4535,NORMAL,False,2026-06-04T23:27:45.851372,0
-0.46,NORMAL,False,2026-06-04T23:27:46.007224,0
-0.4645,NORMAL,False,2026-06-04T23:27:46.225424,0
-0.4635,NORMAL,False,2026-06-04T23:27:46.389326,0
-0.4702,NORMAL,False,2026-06-04T23:27:46.571708,0
-0.4673,NORMAL,False,2026-06-04T23:27:46.745891,0
-0.4707,NORMAL,False,2026-06-04T23:27:46.907537,0
-0.4764,NORMAL,False,2026-06-04T23:27:47.068649,0
-0.4622,NORMAL,False,2026-06-04T23:27:47.220459,0
-0.4647,NORMAL,False,2026-06-04T23:27:47.369226,0
-0.4747,NORMAL,False,2026-06-04T23:27:47.519704,0
-0.4788,NORMAL,False,2026-06-04T23:27:47.742879,0
-0.4847,NORMAL,False,2026-06-04T23:27:47.900027,0
-0.4909,NORMAL,False,2026-06-04T23:27:48.048884,0
-0.488,NORMAL,False,2026-06-04T23:27:48.196310,0
-0.4783,NORMAL,False,2026-06-04T23:27:48.351546,0
-0.4756,NORMAL,False,2026-06-04T23:27:48.499333,0
-0.4775,NORMAL,False,2026-06-04T23:27:48.648847,0
-0.4858,NORMAL,False,2026-06-04T23:27:48.800901,0
-0.4747,NORMAL,False,2026-06-04T23:27:48.978347,0
-0.4874,NORMAL,False,2026-06-04T23:27:49.137069,0
-0.4836,NORMAL,False,2026-06-04T23:27:49.379434,0
-0.4915,NORMAL,False,2026-06-04T23:27:49.545664,0
-0.5042,LOW,False,2026-06-04T23:27:49.720939,1
-0.5202,MEDIUM,True,2026-06-04T23:27:49.968106,0
-0.5136,LOW,False,2026-06-04T23:27:50.439317,0
-0.5111,LOW,False,2026-06-04T23:27:50.592257,0
-0.5048,LOW,False,2026-06-04T23:27:50.751466,0
-0.5109,LOW,False,2026-06-04T23:27:50.899349,0
-0.5143,LOW,False,2026-06-04T23:27:51.045312,0
-0.5066,LOW,False,2026-06-04T23:27:51.191420,0
-0.5022,LOW,False,2026-06-04T23:27:51.341370,0
-0.4975,NORMAL,False,2026-06-04T23:27:51.493254,0
-0.5019,LOW,False,2026-06-04T23:27:51.642300,0
-0.5049,LOW,False,2026-06-04T23:27:51.791828,0
-0.5021,LOW,False,2026-06-04T23:27:51.941377,0
-0.5037,LOW,False,2026-06-04T23:27:52.089989,0
-0.5123,LOW,False,2026-06-04T23:27:52.236942,0
-0.5145,LOW,False,2026-06-04T23:27:52.392725,0
-0.5104,LOW,False,2026-06-04T23:27:52.539640,0
-0.5029,LOW,False,2026-06-04T23:27:52.689176,0
-0.5037,LOW,False,2026-06-04T23:27:52.834952,0
-0.4989,NORMAL,False,2026-06-04T23:27:52.981358,0
-0.4868,NORMAL,False,2026-06-04T23:27:53.128483,0
-0.4852,NORMAL,False,2026-06-04T23:27:53.274186,0
-0.4822,NORMAL,False,2026-06-04T23:27:53.430817,0
-0.4816,NORMAL,False,2026-06-04T23:27:53.581340,0
-0.4822,NORMAL,False,2026-06-04T23:27:53.734614,0
-0.4848,NORMAL,False,2026-06-04T23:27:53.897993,0
-0.4866,NORMAL,False,2026-06-04T23:27:54.060628,0
-0.4901,NORMAL,False,2026-06-04T23:27:54.216368,0
-0.498,NORMAL,False,2026-06-04T23:27:54.374791,0
-0.4992,NORMAL,False,2026-06-04T23:27:54.533856,0
-0.5015,LOW,False,2026-06-04T23:27:54.682082,0
-0.506,LOW,False,2026-06-04T23:27:54.844516,0
-0.5144,LOW,False,2026-06-04T23:27:54.999143,0
-0.5141,LOW,False,2026-06-04T23:27:55.150409,0
-0.508,LOW,False,2026-06-04T23:27:55.299962,0
-0.5091,LOW,False,2026-06-04T23:27:55.450281,0
-0.507,LOW,False,2026-06-04T23:27:55.598290,0
-0.515,LOW,False,2026-06-04T23:27:55.752965,0
-0.5022,LOW,False,2026-06-04T23:27:55.903292,0
-0.5054,LOW,False,2026-06-04T23:27:56.050809,0
-0.5055,LOW,False,2026-06-04T23:27:56.197830,0
-0.4977,NORMAL,False,2026-06-04T23:27:56.345025,0
-0.4974,NORMAL,False,2026-06-04T23:27:56.492269,0
-0.4938,NORMAL,False,2026-06-04T23:27:56.638667,0
-0.4932,NORMAL,False,2026-06-04T23:27:56.791493,0
-0.492,NORMAL,False,2026-06-04T23:27:56.949999,0
-0.4874,NORMAL,False,2026-06-04T23:27:57.098221,0
-0.4811,NORMAL,False,2026-06-04T23:27:57.246214,0
-0.4778,NORMAL,False,2026-06-04T23:27:57.392569,0
-0.4984,NORMAL,False,2026-06-04T23:27:57.542861,0
-0.4398,NORMAL,False,2026-06-04T23:27:57.690122,0
-0.4398,NORMAL,False,2026-06-04T23:27:57.838176,0
-0.4354,NORMAL,False,2026-06-04T23:27:57.997872,0
-0.439,NORMAL,False,2026-06-04T23:27:58.149018,0
-0.4443,NORMAL,False,2026-06-04T23:27:58.298083,0
-0.4428,NORMAL,False,2026-06-04T23:27:58.453861,0
-0.441,NORMAL,False,2026-06-04T23:27:58.602025,0
-0.4502,NORMAL,False,2026-06-04T23:27:58.748814,0
-0.4476,NORMAL,False,2026-06-04T23:27:58.899976,0
-0.4459,NORMAL,False,2026-06-04T23:27:59.048215,0
-0.4463,NORMAL,False,2026-06-04T23:27:59.198531,0
-0.4435,NORMAL,False,2026-06-04T23:27:59.351988,0
-0.444,NORMAL,False,2026-06-04T23:27:59.500417,1
-0.4452,NORMAL,False,2026-06-04T23:27:59.647717,0
-0.4466,NORMAL,False,2026-06-04T23:27:59.794736,0
-0.4362,NORMAL,False,2026-06-04T23:27:59.950796,0
-0.436,NORMAL,False,2026-06-04T23:28:00.221548,0
-0.4399,NORMAL,False,2026-06-04T23:28:00.367594,0
-0.442,NORMAL,False,2026-06-04T23:28:00.516067,0
-0.4405,NORMAL,False,2026-06-04T23:28:00.667949,0
-0.4438,NORMAL,False,2026-06-04T23:28:00.818111,0
-0.4523,NORMAL,False,2026-06-04T23:28:00.967556,0
-0.4507,NORMAL,False,2026-06-04T23:28:01.115540,0
-0.4521,NORMAL,False,2026-06-04T23:28:01.264554,0
-0.4537,NORMAL,False,2026-06-04T23:28:01.415311,0
-0.4543,NORMAL,False,2026-06-04T23:28:01.571379,0
-0.4544,NORMAL,False,2026-06-04T23:28:01.719399,0
-0.4626,NORMAL,False,2026-06-04T23:28:01.869286,0
-0.4618,NORMAL,False,2026-06-04T23:28:02.017658,0
-0.4603,NORMAL,False,2026-06-04T23:28:02.165680,0
-0.4641,NORMAL,False,2026-06-04T23:28:02.314342,0
-0.4661,NORMAL,False,2026-06-04T23:28:02.480972,0
-0.4708,NORMAL,False,2026-06-04T23:28:02.637551,0
-0.5866,HIGH,True,2026-06-04T23:28:02.785108,1
-0.5916,HIGH,True,2026-06-04T23:28:03.856354,0
-0.5955,HIGH,True,2026-06-04T23:28:04.291209,0
-0.5825,HIGH,True,2026-06-04T23:28:04.616396,0
-0.578,HIGH,True,2026-06-04T23:28:05.107173,0
-0.5861,HIGH,True,2026-06-04T23:28:05.576565,0
-0.5788,HIGH,True,2026-06-04T23:28:06.918778,0
-0.5787,HIGH,True,2026-06-04T23:28:07.244521,0
-0.5788,HIGH,True,2026-06-04T23:28:07.706686,0
-0.5673,HIGH,True,2026-06-04T23:28:08.145358,0
-0.5654,HIGH,True,2026-06-04T23:28:08.524637,0
-0.5672,HIGH,True,2026-06-04T23:28:08.972956,0
-0.5691,HIGH,True,2026-06-04T23:28:09.418298,0
-0.5683,HIGH,True,2026-06-04T23:28:09.757127,0
-0.5662,HIGH,True,2026-06-04T23:28:11.323578,0
-0.5706,HIGH,True,2026-06-04T23:28:11.706207,0
-0.5597,HIGH,True,2026-06-04T23:28:12.026518,0
-0.5578,HIGH,True,2026-06-04T23:28:12.344965,0
-0.5583,HIGH,True,2026-06-04T23:28:12.863475,0
-0.5571,HIGH,True,2026-06-04T23:28:13.265706,0
-0.5599,HIGH,True,2026-06-04T23:28:13.587719,0
-0.5636,HIGH,True,2026-06-04T23:28:15.175518,0
-0.561,HIGH,True,2026-06-04T23:28:15.504135,0
-0.5598,HIGH,True,2026-06-04T23:28:16.011557,0
-0.5589,HIGH,True,2026-06-04T23:28:16.483983,0
-0.5578,HIGH,True,2026-06-04T23:28:16.797983,0
-0.5563,HIGH,True,2026-06-04T23:28:17.307866,0
-0.5565,HIGH,True,2026-06-04T23:28:17.732709,0
